number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,house_age,years_since_renovation
4,2.25,2480,9780,1.0,0,0,4,8,1900,580,122005,52.8688,-114.289,2640,9780,2,65,716000,49,49
3,1.96,2286,22652,1.52,1,1,3,7,1751,439,122030,52.8,-114.39,2094,12891,2,61,999156,42,46
3,2.19,2084,24671,1.5,1,1,3,7,2118,193,122033,52.8,-114.38,1925,5673,2,66,855654,52,50
2,1.0,1150,6835,1.0,0,1,3,7,1010,140,122051,52.7867,-114.463,1150,6561,1,79,425000,102,102
3,1.0,1320,6534,1.0,0,0,3,7,1320,0,122042,52.7106,-114.413,2140,7405,1,53,159000,72,72
3,2.37,1865,12371,1.41,1,1,3,7,1592,220,122037,52.77,-114.36,2111,2641,1,61,495751,48,48
3,2.04,1881,15007,1.45,1,1,3,7,1892,350,122031,52.81,-114.39,2070,20040,2,64,738166,47,55
4,2.5,2150,7670,1.0,0,0,5,7,1240,910,122067,52.6242,-114.379,1610,7350,2,57,229950,48,48
3,3.25,1370,1227,3.0,0,0,3,8,1370,0,122028,52.9264,-114.531,1370,1236,3,78,375000,17,17
4,2.75,2710,37277,2.0,0,0,3,9,2710,0,122012,52.6934,-114.177,2390,39299,1,74,630000,24,24
3,1.5,1280,4366,2.0,0,0,4,6,1280,0,122072,52.565,-114.405,1280,4366,1,74,183000,39,39
3,2.5,1710,4920,2.0,0,0,3,7,1710,0,122064,52.7647,-114.566,1500,4920,2,74,415000,34,34
3,1.75,1320,9675,1.5,0,0,4,7,1320,0,122036,52.7995,-114.092,1160,9675,1,62,330000,54,54
4,2.75,3150,38865,1.0,0,0,3,10,2480,670,122005,52.9602,-114.296,3150,35880,1,74,854000,38,38
3,1.92,2154,12158,1.41,1,1,3,7,1625,326,122031,52.8,-114.4,1955,9597,1,64,937033,58,51
3,2.18,2307,20470,1.46,1,1,3,7,1890,208,122028,52.79,-114.4,2104,3426,2,65,980723,66,46
4,3.25,2500,5801,1.5,0,0,3,8,1960,540,122047,52.862,-114.48,3670,7350,2,61,1140000,98,98
2,1.0,1500,8015,1.0,0,0,3,6,1500,0,122052,52.7327,-114.538,1130,8015,3,75,235000,77,77
3,1.5,1020,11410,1.0,0,0,3,7,1020,0,122015,52.7111,-114.352,1290,8400,1,52,255000,65,65
3,2.16,2272,25388,1.58,1,1,3,7,1725,379,122033,52.81,-114.42,2084,9976,2,64,1022022,58,54
3,2.03,2211,28089,1.65,1,1,3,7,1907,272,122038,52.78,-114.38,1870,15916,2,68,931861,51,46
6,5.25,3600,3960,2.0,0,0,3,7,2400,1200,122064,52.7956,-114.562,1450,4600,1,67,643500,53,53
2,1.0,820,7475,1.0,0,0,3,6,820,0,122038,52.9621,-114.531,1030,5720,1,54,245000,79,79
3,2.0,1190,7840,1.5,0,0,4,6,1190,0,122059,52.7831,-114.502,1460,3240,3,72,311000,106,106
3,2.23,2069,26029,1.5,1,1,3,7,1784,267,122032,52.77,-114.4,2226,11396,2,64,854908,61,47
2,2.25,1490,6770,1.5,0,0,3,8,1490,0,122059,52.7877,-114.487,1820,7875,1,76,480000,98,98
3,2.5,1910,11550,1.5,0,0,3,8,1910,0,122019,52.8513,-114.254,2230,11550,1,70,580000,21,21
3,2.35,1936,22889,1.43,1,1,3,7,1521,392,122030,52.76,-114.4,1930,13738,1,63,504026,47,45
4,2.25,2190,4080,2.0,0,0,3,8,1800,390,122003,52.8725,-114.548,2100,4080,2,59,855000,106,106
3,2.16,2058,13094,1.66,1,1,3,7,1832,175,122031,52.79,-114.41,1976,9904,1,62,849844,62,44
3,1.0,960,8100,1.0,0,0,3,7,960,0,122014,53.0066,-114.497,1120,8100,3,54,255000,69,69
3,3.5,2490,3582,2.0,0,0,3,8,1720,770,122012,52.7638,-114.257,1445,1590,2,63,550000,19,19
4,2.75,3150,7379,1.5,0,0,4,7,2430,720,122006,52.9268,-114.49,1990,7379,2,65,640000,109,109
3,2.03,2094,11800,1.37,1,1,3,8,1741,229,122040,52.79,-114.41,2007,13207,1,65,983543,50,44
3,1.5,1200,8404,1.0,0,0,3,7,1200,0,122070,52.6782,-114.459,2120,12000,1,72,219950,60,60
5,2.5,2490,7666,1.0,0,0,4,7,1490,1000,122067,52.6322,-114.361,1930,7415,2,68,292000,35,35
4,1.75,2100,4400,1.5,0,0,5,7,1720,380,122051,52.7599,-114.456,1850,4400,3,64,445000,100,100
4,2.25,2110,12653,2.0,0,0,4,8,2110,0,122057,52.766,-114.415,2350,10980,2,71,825000,52,52
3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,122064,52.7959,-114.566,1320,4000,1,60,540000,84,84
3,2.0,1984,7241,1.46,1,1,3,8,1885,281,122032,52.78,-114.4,1992,9101,2,62,656002,56,50
5,2.0,1900,5000,1.0,0,2,3,8,1720,180,122026,52.9035,-114.552,1770,5000,2,56,630000,67,67
3,2.5,1840,5011,2.0,0,0,3,8,1840,0,122024,52.5855,-114.244,2000,4793,3,58,317000,12,12
5,3.75,4320,39094,2.0,1,4,3,8,4320,0,122014,52.9819,-114.466,1920,7750,1,73,1800000,86,86
2,1.0,720,5000,1.0,0,0,5,6,720,0,122064,52.7495,-114.564,810,5000,1,71,280000,73,73
3,2.24,2264,19029,1.58,1,1,3,7,1702,374,122036,52.82,-114.43,2118,10264,2,66,1025210,46,54
3,2.25,1920,7738,1.0,0,0,3,8,1520,400,122060,52.6862,-114.52,2170,8452,2,56,250000,59,59
3,2.25,2100,5562,2.0,0,1,4,8,2100,0,122029,52.8368,-114.302,2420,18135,1,71,600000,45,45
3,2.2,2009,5701,1.43,1,1,3,7,1834,428,122031,52.76,-114.38,1952,10106,2,63,535593,53,47
3,2.09,2222,16995,1.52,1,1,3,7,1869,238,122032,52.82,-114.41,1945,11539,1,63,1020709,61,47
4,3.5,3200,8049,1.0,0,0,3,8,2700,500,122049,52.8141,-114.362,1640,8506,2,79,935100,44,44
3,2.24,2097,22542,1.38,1,1,3,7,1802,179,122037,52.78,-114.39,1816,7631,2,64,820673,60,50
4,2.25,2190,3746,2.0,0,0,3,8,2190,0,122024,52.6196,-114.224,2200,3591,3,62,294000,19,19
2,1.0,800,6016,1.0,0,0,3,6,800,0,122007,52.9213,-114.559,1470,3734,2,70,405000,82,82
3,1.95,2210,13068,1.51,1,1,3,7,1819,150,122028,52.79,-114.39,2052,13652,2,68,952967,51,61
3,1.0,980,9135,1.0,0,0,3,7,980,0,122039,52.5796,-114.479,1780,9135,1,62,185000,69,69
3,2.5,1970,4058,2.0,0,0,3,7,1970,0,122008,52.7608,-114.043,2340,4067,3,72,419000,20,20
3,2.07,1994,6935,1.61,1,1,3,7,1759,145,122030,52.79,-114.39,1963,12474,1,67,600843,53,48
4,2.5,2810,9800,1.0,0,0,4,8,1710,1100,122027,52.7957,-114.339,2800,9800,3,79,825000,51,51
3,2.25,1880,100623,1.5,0,0,3,8,1880,0,122036,52.7642,-114.073,2520,21689,2,54,530000,37,17
4,1.5,2060,16110,1.0,0,0,4,8,2060,0,122048,52.8283,-114.392,2060,16110,2,66,815000,75,75
3,2.19,2034,14876,1.43,1,1,3,7,1921,316,122032,52.82,-114.41,1987,17835,1,64,803732,56,45
3,2.12,1985,13899,1.52,1,1,3,7,1788,372,122044,52.76,-114.39,1915,10413,1,63,534936,52,43
2,1.5,1570,175421,1.5,0,2,4,7,1320,250,122003,52.8666,-114.553,2140,3600,2,69,782000,118,118
3,2.13,2190,16254,1.45,1,1,3,7,2003,346,122042,52.82,-114.4,1898,7704,2,65,1007645,52,52
3,3.25,3450,15586,2.0,0,0,3,11,2690,760,122031,52.6594,-114.533,3560,15046,3,71,755000,35,35
3,1.93,2162,18143,1.39,1,1,3,7,1753,315,122034,52.78,-114.37,2080,15908,2,63,930876,41,51
3,2.5,2300,5500,1.5,0,0,4,8,2000,300,122054,52.8085,-114.483,2100,5000,1,79,635000,103,103
5,3.75,3530,13260,2.0,0,0,3,10,3530,0,122057,52.8061,-114.395,3340,13260,3,74,1610000,11,11
3,1.93,2150,7579,1.46,1,1,3,7,1771,401,122030,52.76,-114.43,2297,7462,2,64,539177,56,39
3,2.25,2060,9552,1.0,0,0,4,9,1610,450,122057,52.7702,-114.421,2930,11212,1,70,885000,49,49
4,2.0,1660,6150,1.0,0,0,3,6,850,810,122064,52.7671,-114.558,1110,6250,1,64,452000,79,79
3,2.09,1973,26778,1.58,1,1,3,7,1750,272,122031,52.79,-114.41,2130,12911,2,64,589599,52,44
3,2.04,2227,23007,1.49,1,1,3,8,1780,321,122031,52.74,-114.41,1893,12352,1,65,543051,54,40
3,1.75,1650,7807,1.0,0,0,3,7,1650,0,122065,52.5814,-114.357,1810,8475,2,64,267500,38,38
3,1.75,1820,4160,1.0,0,0,3,7,1340,480,122021,52.964,-114.36,1900,8112,3,51,422800,48,48
3,2.19,2110,15326,1.29,1,1,3,7,1748,265,122036,52.78,-114.35,2046,7213,1,63,839996,42,58
3,1.0,1490,5700,1.5,0,0,3,7,1490,0,122028,52.8849,-114.521,2290,5700,1,79,578500,108,108
3,2.5,1270,1180,3.0,0,0,3,8,1270,0,122026,52.8997,-114.582,1320,1180,3,61,445700,23,23
2,1.0,840,6720,1.0,0,0,3,7,840,0,122009,52.8007,-114.586,1250,6720,2,66,355000,72,72
3,2.09,2279,22025,1.53,1,1,3,7,1823,342,122026,52.79,-114.43,1910,12477,2,65,955501,47,50
3,2.06,1936,3560,1.68,1,1,3,7,1769,353,122028,52.79,-114.43,1945,8014,2,63,567511,61,50
3,2.05,2094,10938,1.51,1,1,3,7,1650,379,122027,52.78,-114.43,2066,20230,1,67,862094,50,47
3,2.2,2099,8927,1.44,1,1,3,7,1691,316,122035,52.84,-114.38,1919,12502,1,66,924942,52,48
3,2.07,1972,11239,1.37,1,1,3,7,2036,323,122034,52.82,-114.42,1825,13623,1,68,694212,60,60
4,3.5,3500,43560,2.0,0,0,3,9,2850,650,122027,52.7781,-114.293,3640,40545,2,80,998000,10,10
3,1.0,1420,10980,1.0,0,0,4,7,1200,220,122027,52.804,-114.328,1630,9763,1,78,385000,70,70
4,2.75,2840,4864,3.0,0,0,3,9,2840,0,122005,52.9403,-114.298,2990,5314,1,54,779950,10,10
3,2.13,1959,29024,1.43,1,1,3,7,1864,173,122034,52.79,-114.39,2026,12270,2,62,576085,49,57
3,2.3,2135,12272,1.5,1,1,3,7,1675,341,122032,52.8,-114.41,1938,18118,1,65,956286,57,55
3,1.75,1850,15170,1.0,0,0,3,7,1850,0,122025,52.7291,-113.964,1160,14175,1,53,390000,59,59
3,1.75,1210,8075,1.0,0,0,4,6,1210,0,122039,52.4966,-114.444,1310,8025,1,62,215000,41,41
4,1.0,1660,4690,1.5,0,0,3,7,1260,400,122007,52.9129,-114.568,1400,3876,1,67,560000,79,79
4,3.0,4750,21701,1.5,0,0,5,11,4750,0,122048,52.8754,-114.408,3120,18551,2,58,2180000,48,48
3,3.0,2500,8304,2.0,0,0,3,8,2500,0,122067,52.6322,-114.356,2290,7855,3,67,364900,27,27
3,2.5,1950,5689,2.0,0,0,3,7,1950,0,122008,52.7458,-114.063,2190,5653,2,66,425000,15,15
3,2.0,1880,12768,1.65,1,1,3,7,1693,281,122035,52.79,-114.38,1973,18651,2,63,563186,50,49
3,2.02,2363,13539,1.55,1,1,3,8,1633,229,122028,52.78,-114.38,2076,14016,1,63,1149093,50,59
3,3.0,2090,7440,1.5,0,0,5,7,1290,800,122028,52.9191,-114.521,1570,4960,1,62,700000,102,102
3,2.5,1960,4709,2.0,0,0,3,7,1960,0,122008,52.7622,-114.061,1700,4444,2,56,425000,21,21
3,1.75,1340,7473,1.0,0,0,4,7,1340,0,122072,52.5387,-114.396,1510,8240,1,55,223000,51,51
5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,122027,52.7761,-114.341,2310,10300,1,57,675000,39,39
3,2.06,2082,20200,1.45,1,1,3,7,1820,272,122035,52.78,-114.36,2003,13544,2,66,842756,58,56
3,2.0,2320,9420,1.0,0,0,5,7,2320,0,122053,52.7433,-114.386,2030,9420,2,72,436300,72,72
3,1.75,1430,13399,1.0,0,0,4,7,900,530,122056,52.7087,-114.465,1720,6415,2,73,215000,78,78
4,2.5,2610,7091,2.0,0,0,3,9,2610,0,122018,52.5317,-114.539,2610,7773,3,50,325000,37,37
3,2.19,1930,18624,1.56,1,1,3,7,1608,326,122034,52.8,-114.41,2171,12093,2,66,643912,45,48
3,1.5,1600,7500,1.0,0,0,3,7,1600,0,122033,52.951,-114.372,1700,7500,3,76,405000,58,58
3,2.0,1680,8487,1.0,0,0,3,7,1680,0,122068,52.4259,-114.2,2080,8560,3,54,305000,31,31
3,2.19,2232,26413,1.72,1,1,3,7,1678,390,122028,52.83,-114.43,2053,10018,2,65,1021391,58,49
2,1.75,1390,4160,1.0,0,0,5,6,790,600,122004,52.8981,-114.514,1090,4160,1,79,460000,108,108
4,2.5,1750,4779,2.0,0,0,3,7,1750,0,122058,52.9908,-114.422,1580,4687,2,70,415500,15,15
3,2.32,2232,17307,1.51,1,1,3,7,2023,403,122030,52.79,-114.41,1892,11545,1,65,943192,39,53
3,2.16,2137,16542,1.52,1,1,3,7,1792,351,122033,52.8,-114.41,1875,13422,2,65,935286,49,54
3,1.0,1870,7671,1.0,0,0,4,8,1720,150,122050,52.9462,-114.55,1460,7679,1,67,375000,87,87
3,2.05,2299,17734,1.49,1,1,3,7,1847,240,122031,52.78,-114.44,2041,12415,2,66,971819,44,49
4,2.0,2990,102366,1.0,0,0,4,8,2990,0,122023,52.5368,-114.278,2820,57140,2,59,510000,50,50
3,1.5,1120,6900,1.0,0,0,5,7,1120,0,122030,52.8323,-114.322,1300,7000,3,64,439800,68,68
3,2.09,2156,16142,1.66,1,1,3,7,1743,288,122037,52.78,-114.44,1989,12671,1,64,915987,64,42
4,2.75,1560,8820,1.0,0,3,3,7,1060,500,122039,52.5682,-114.447,2140,7800,2,52,259900,45,45
4,2.5,1850,7199,2.0,0,0,4,7,1850,0,122067,52.6331,-114.362,1940,7432,1,80,305500,35,35
3,2.24,2233,8294,1.41,1,1,3,7,1689,218,122036,52.77,-114.42,1965,3572,1,64,906392,49,44
4,2.5,2780,4688,2.0,0,0,3,9,2780,0,122015,52.7525,-114.346,3000,6029,3,63,690000,21,21
5,2.75,2190,12687,1.0,0,0,5,7,1370,820,122058,53.0062,-114.447,2280,10784,2,55,446000,46,46
4,2.75,2440,15349,2.0,0,1,4,7,2440,0,122043,52.6417,-114.523,2280,9250,2,59,425000,67,67
3,2.11,2192,14977,1.47,1,1,3,7,1747,226,122032,52.79,-114.43,1903,8777,2,63,921327,55,40
3,2.25,2110,2850,3.0,0,0,3,8,2110,0,122028,52.9215,-114.529,1340,5001,2,58,525000,23,23
3,2.15,1970,5397,1.47,1,1,3,7,1914,365,122032,52.78,-114.41,2013,13641,1,64,570515,52,48
4,3.25,3320,8587,3.0,0,0,3,11,2950,370,122028,52.921,-114.527,1860,5668,2,74,1000000,16,16
3,2.07,2312,18024,1.56,1,1,3,7,1568,258,122037,52.79,-114.37,2017,9432,2,65,986846,57,45
3,2.15,2189,19076,1.5,1,1,3,7,1584,261,122029,52.78,-114.4,2037,20486,1,66,954884,54,56
3,1.75,1800,4429,2.0,0,0,4,7,1800,0,122028,52.9142,-114.547,1310,4429,2,55,579000,118,118
2,2.23,2112,12488,1.34,1,1,3,8,1538,277,122035,52.85,-114.38,1880,16125,1,64,1065712,53,53
3,1.98,2256,29594,1.45,1,1,3,7,2008,352,122037,52.79,-114.4,1965,11197,1,63,951024,49,48
3,2.04,2170,22420,1.5,1,1,3,7,1838,288,122035,52.8,-114.4,2012,16709,2,64,970415,49,54
3,2.5,2280,10800,2.0,0,0,3,8,2280,0,122024,52.6513,-114.223,2380,178160,2,53,364250,30,30
3,2.11,2204,13093,1.59,1,1,3,7,1619,210,122031,52.79,-114.39,1997,15456,2,64,952615,60,37
3,2.1,1973,11343,1.54,1,1,3,7,1830,333,122036,52.75,-114.42,2116,11976,1,63,529484,53,48
2,2.25,1550,2079,2.0,0,0,3,8,1550,0,122034,52.77,-114.558,1420,1977,3,62,328000,16,16
3,1.5,1040,10323,1.0,0,0,4,7,1040,0,122049,52.8182,-114.345,1580,7200,1,67,411100,66,66
3,2.28,1993,9608,1.54,1,1,3,7,1965,267,122031,52.79,-114.47,2021,11322,2,63,595178,59,49
4,3.5,5440,9050,2.0,0,0,3,12,5440,0,122045,52.8905,-114.259,4830,41313,1,72,1770000,34,34
3,1.0,1340,9339,1.0,0,0,5,7,1340,0,122053,52.7707,-114.367,1310,9350,2,59,345000,64,64
3,2.04,2148,20663,1.4,1,1,3,7,1745,198,122028,52.79,-114.38,1948,9522,1,66,907787,44,53
3,2.2,2115,23471,1.42,1,1,3,7,1735,280,122033,52.77,-114.43,1987,16432,1,66,850034,45,50
3,2.06,1936,19973,1.55,1,1,3,7,1919,271,122030,52.84,-114.42,1785,7507,1,66,687225,62,51
3,2.24,2055,13609,1.5,1,1,3,7,1541,250,122035,52.78,-114.39,1832,5833,1,65,798333,50,48
3,2.24,2150,3823,1.56,1,1,3,7,1825,201,122031,52.78,-114.39,2001,15820,1,64,917135,55,56
3,2.5,3220,54160,2.0,0,2,4,9,2690,530,122027,52.7768,-114.299,3460,44374,2,64,768000,43,43
4,2.5,2240,4648,2.0,0,0,3,7,2240,0,122039,52.5678,-114.447,2221,4557,3,77,287000,19,19
3,1.75,1180,4080,1.0,0,0,4,6,760,420,122007,52.9125,-114.581,1490,4080,2,51,450000,96,96
2,1.0,670,6300,1.0,0,0,5,6,670,0,122064,52.7461,-114.564,760,6300,3,52,279000,82,82
4,2.5,1930,9643,2.0,0,0,4,7,1930,0,122067,52.6365,-114.37,1930,7525,1,52,315000,32,32
3,1.0,940,7980,1.0,0,0,4,7,940,0,122066,52.6138,-114.479,1150,8050,3,54,205000,64,64
3,2.5,2210,70567,2.0,0,3,3,9,2210,0,122041,52.8387,-114.085,2000,73616,2,76,509950,29,29
4,3.5,4210,9414,2.0,0,0,3,9,4210,0,122019,52.8367,-114.212,3950,8880,2,67,884744,23,23
3,2.09,1965,12430,1.42,1,1,3,7,2121,344,122031,52.81,-114.38,2130,9099,1,64,690844,60,46
3,2.15,2237,19568,1.45,1,1,3,7,1476,223,122032,52.82,-114.38,1878,10417,1,65,994826,53,57
4,2.5,2170,7700,1.0,0,0,3,7,1420,750,122033,52.9516,-114.409,1710,7770,2,63,465000,55,55
3,2.13,1984,11419,1.67,1,1,3,7,1882,457,122031,52.81,-114.4,1829,6361,1,65,681311,57,42
3,2.09,1917,1,1.57,1,1,3,7,1736,202,122035,52.74,-114.4,2020,15564,2,64,460393,55,53
3,1.95,2221,25610,1.47,1,1,3,7,1912,380,122038,52.79,-114.38,1957,16671,2,65,944994,55,42
3,2.04,1932,18943,1.47,1,1,3,7,1783,352,122031,52.81,-114.4,1984,8622,2,63,690499,52,50
4,1.75,1580,6396,1.0,0,0,4,6,790,790,122064,52.7678,-114.559,1180,6396,1,76,359000,79,79
3,2.04,2376,18787,1.49,1,1,3,7,1781,168,122029,52.79,-114.4,2244,10791,1,65,1009459,52,52
3,2.5,2300,3060,1.5,0,0,3,8,1510,790,122006,52.9127,-114.5,1590,3264,3,55,696000,94,22
3,2.14,2230,8369,1.5,1,1,3,7,1772,374,122031,52.77,-114.4,1950,20360,2,65,942193,48,51
4,2.0,1910,2874,1.0,0,0,3,7,1060,850,122044,52.8401,-114.485,1520,2874,2,74,493000,114,114
3,2.5,3440,103672,2.0,0,0,3,9,3440,0,122024,52.6195,-114.176,2710,112820,3,73,560000,34,34
3,1.5,1350,6000,1.0,0,2,3,7,900,450,122016,52.7575,-114.581,1730,6012,2,64,525000,74,74
3,2.5,1850,7777,2.0,0,0,5,8,1850,0,122010,52.9208,-114.359,1850,8482,2,58,623000,35,35
3,2.5,2450,19744,2.0,0,0,3,10,2450,0,122024,52.6046,-114.216,2650,19597,1,80,450000,34,34
4,1.5,1500,3075,2.0,0,0,5,7,1420,80,122028,52.9193,-114.54,1480,3774,2,57,651500,95,95
3,2.15,1850,9153,1.59,1,1,3,7,1927,230,122032,52.77,-114.42,2092,6726,2,65,522519,53,48
3,1.0,1150,8145,1.0,0,0,4,6,990,160,122014,52.9771,-114.507,1200,8145,2,75,290000,92,92
3,2.5,1270,2509,2.0,0,0,3,8,1270,0,122034,52.7657,-114.555,1420,2206,3,71,343000,20,20
3,2.3,2181,11745,1.54,1,1,3,7,1899,334,122030,52.77,-114.42,1987,19666,2,65,944580,57,48
3,1.0,1010,9678,1.0,0,0,5,7,1010,0,122070,52.6696,-114.475,1010,9375,1,77,245000,69,69
4,2.5,2030,39049,1.0,0,0,4,7,1530,500,122031,52.6713,-114.535,2400,14605,3,71,515000,71,71
3,2.37,2229,22603,1.54,1,1,3,7,1666,350,122033,52.75,-114.4,1846,10430,1,62,557656,52,50
3,2.09,1859,27457,1.51,1,1,3,7,1751,315,122033,52.8,-114.39,2019,10986,2,62,632724,54,53
3,1.75,1850,16863,1.0,0,0,4,7,1280,570,122033,52.9466,-114.415,1790,9000,3,56,445000,44,44
3,2.34,2047,15453,1.45,1,1,3,7,1643,294,122034,52.79,-114.41,2061,15889,2,66,846447,52,48
2,2.5,2220,4000,2.0,0,0,3,9,2220,0,122047,52.8664,-114.47,1870,4000,3,67,1430000,24,24
3,2.5,2210,7000,2.0,0,0,4,8,2210,0,122046,52.6677,-114.322,2260,7224,2,74,412000,39,39
3,2.41,2499,15686,1.59,1,1,3,7,2076,410,122036,52.81,-114.39,2020,16174,2,65,1121820,53,49
3,2.18,1970,22644,1.32,1,1,3,7,1764,425,122030,52.76,-114.41,1866,15250,2,64,538173,54,45
3,1.0,1410,47916,1.0,0,0,3,7,1410,0,122055,52.9449,-114.15,1810,215622,2,65,211000,43,43
4,2.5,1920,7345,2.0,0,0,3,8,1920,0,122024,52.5826,-114.245,1860,7364,3,77,303500,32,32
3,2.05,2071,20267,1.59,1,1,3,7,1955,256,122035,52.8,-114.34,1950,12625,2,64,854954,47,44
3,2.01,2162,20892,1.55,1,1,3,7,1872,375,122034,52.81,-114.39,2023,4684,2,66,982601,47,45
3,1.0,1200,15843,1.0,0,2,3,7,1200,0,122025,52.7291,-113.969,1410,15843,2,73,299000,69,69
3,1.5,1060,6954,1.0,0,0,4,6,1060,0,122034,52.7798,-114.545,1560,6954,2,79,275000,41,41
3,2.06,2047,16764,1.46,1,1,3,7,1748,268,122026,52.8,-114.37,2107,11120,2,62,863332,57,46
4,3.5,3660,14401,2.0,0,0,3,10,2660,1000,122018,52.5376,-114.586,2780,10653,3,64,475000,30,30
5,2.25,3030,9430,2.0,0,0,4,8,2600,430,122038,52.9815,-114.543,2230,8425,1,63,529900,63,63
3,2.13,2300,13325,1.48,1,1,3,7,1971,297,122033,52.79,-114.38,1903,15347,2,66,977977,56,49
3,2.43,2034,7516,1.58,1,1,3,7,1725,285,122037,52.79,-114.41,2121,4188,2,65,634304,53,48
4,2.5,2120,10202,1.0,0,0,4,7,1620,500,122049,52.8158,-114.36,1570,10762,2,73,755000,64,64
4,4.25,5180,13077,2.0,0,3,3,12,4280,900,122027,52.7813,-114.299,5030,15069,2,68,1490000,26,26
3,2.01,1836,19495,1.37,1,1,3,7,1567,357,122025,52.79,-114.4,1969,19974,2,66,573991,59,42
3,1.94,2270,14434,1.52,1,1,3,7,1929,334,122026,52.79,-114.37,1963,12256,1,65,968799,51,54
4,2.5,2650,5600,2.0,0,0,3,8,2650,0,122015,52.7086,-114.312,2650,5600,2,69,542525,10,10
3,1.75,2380,3200,1.0,0,2,4,8,1190,1190,122051,52.7419,-114.445,2350,6554,2,60,415000,68,68
4,2.75,2090,14141,1.5,0,0,4,8,1680,410,122031,52.6633,-114.537,1990,12920,3,66,449000,83,83
2,1.0,1450,7098,1.0,0,4,3,7,1450,0,122061,52.86,-114.539,2390,6098,3,54,822500,100,100
3,2.5,2420,4725,2.0,0,0,3,8,2420,0,122024,52.601,-114.208,2370,4200,3,62,367899,10,10
3,2.0,1540,8400,1.0,0,0,3,7,1180,360,122005,52.8854,-114.319,1550,8760,2,64,529950,56,56
4,2.5,1940,7107,2.0,0,0,3,7,1940,0,122024,52.6143,-114.222,1850,5705,2,72,322500,24,24
3,1.97,1846,16446,1.58,1,1,3,7,1754,236,122028,52.78,-114.42,1986,14823,1,65,556704,55,44
3,2.08,2214,17170,1.46,1,1,3,7,2127,143,122034,52.83,-114.35,1840,8150,1,65,969281,46,60
5,3.25,2750,7500,2.0,0,1,3,7,2150,600,122010,52.8936,-114.393,2750,7500,3,54,750000,87,27
3,2.05,2071,9581,1.57,1,1,3,7,1770,361,122035,52.84,-114.39,2193,13022,2,67,956344,52,47
3,2.03,2213,8161,1.33,1,1,3,7,1926,242,122037,52.81,-114.43,1884,8556,2,65,982398,50,50
3,1.75,1120,4000,1.0,0,0,4,7,870,250,122026,52.8984,-114.558,1470,4000,2,62,445000,108,108
3,1.0,880,7500,1.0,0,0,3,7,880,0,122043,52.6137,-114.497,880,7500,1,65,230000,46,46
3,2.14,1927,8424,1.58,1,1,3,7,1868,126,122034,52.84,-114.38,1719,14479,2,65,675013,53,48
4,2.5,1960,14242,1.0,0,1,4,8,1290,670,122052,52.7247,-114.559,2490,10907,1,64,600000,66,66
3,1.95,1794,12374,1.51,1,1,3,7,1779,325,122037,52.76,-114.38,2053,15114,2,65,489372,42,58
3,2.27,2262,1,1.53,1,1,3,7,1919,248,122033,52.77,-114.4,2107,8941,2,65,951726,53,48
3,3.0,3730,383328,1.5,0,0,4,9,2230,1500,122024,52.6557,-114.22,1940,217800,2,66,649500,34,34
3,1.0,1750,8820,1.0,0,0,4,7,1750,0,122066,52.5908,-114.48,1400,9600,3,54,234000,63,63
3,2.04,2002,16145,1.47,1,1,3,7,1828,379,122031,52.81,-114.41,2081,13313,2,65,743671,59,51
4,3.5,3960,6654,2.0,0,0,3,10,2850,1110,122032,52.8761,-114.579,2840,6400,2,70,1200000,18,18
3,1.5,1980,11214,1.0,0,0,3,7,1980,0,122056,52.6996,-114.488,1510,9072,3,50,235000,65,65
3,1.5,1200,2002,2.0,0,0,3,8,1200,0,122042,52.6959,-114.379,1270,1848,3,61,140000,58,58
4,2.5,2970,29163,2.0,0,0,3,9,2970,0,122045,52.9017,-114.215,3100,31105,3,77,715000,31,31
4,2.75,3150,67518,1.0,0,0,4,9,2250,900,122023,52.5682,-114.386,2210,32391,3,57,370000,59,59
3,2.13,2246,5959,1.56,1,1,3,7,1828,196,122034,52.8,-114.43,1956,6827,1,65,942781,60,60
4,2.5,3310,42998,2.0,0,0,3,9,3310,0,122005,52.9532,-114.321,3350,42847,3,76,838000,23,23
3,2.32,2248,17202,1.47,1,1,3,7,2051,389,122036,52.81,-114.4,2040,11164,2,64,1018845,50,49
3,1.0,1240,6195,1.0,0,0,3,6,1240,0,122058,52.9981,-114.456,1760,11080,2,80,230000,76,76
4,1.75,1580,5340,1.0,0,0,3,7,1130,450,122054,52.8303,-114.496,830,980,1,73,400000,77,77
3,2.06,2139,13607,1.53,1,1,3,7,1965,423,122033,52.8,-114.44,2031,11630,2,64,934004,49,44
3,2.32,2194,14902,1.48,1,1,3,8,1688,147,122031,52.81,-114.36,2147,18336,1,63,1117769,46,47
5,2.5,3220,4759,2.0,0,0,3,8,3220,0,122020,52.8257,-114.222,2550,4759,1,55,640000,21,21
3,2.0,2680,8429,1.0,0,0,4,9,1880,800,122024,52.602,-114.226,1570,8640,2,61,653000,74,33
